,city,timestamp,temperature,season
51100,Mexico City,2010-01-01,16.02362504819831,winter
51101,Mexico City,2010-01-02,12.299694423673131,winter
51102,Mexico City,2010-01-03,10.194751822571577,winter
51103,Mexico City,2010-01-04,12.24676110695261,winter
51104,Mexico City,2010-01-05,15.227742568321743,winter
51105,Mexico City,2010-01-06,10.012615304927898,winter
51106,Mexico City,2010-01-07,7.0569258124846606,winter
51107,Mexico City,2010-01-08,3.689480266524985,winter
51108,Mexico City,2010-01-09,11.032502613008921,winter
51109,Mexico City,2010-01-10,13.710705303650471,winter
51110,Mexico City,2010-01-11,8.600289583893321,winter
51111,Mexico City,2010-01-12,3.5301522159146668,winter
51112,Mexico City,2010-01-13,7.7846269610188745,winter
51113,Mexico City,2010-01-14,13.538162030743287,winter
51114,Mexico City,2010-01-15,13.572328401742261,winter
51115,Mexico City,2010-01-16,15.3708805871696,winter
51116,Mexico City,2010-01-17,17.813469038730364,winter
51117,Mexico City,2010-01-18,13.36295051069734,winter
51118,Mexico City,2010-01-19,3.320099808361448,winter
51119,Mexico City,2010-01-20,9.09135812713015,winter
51120,Mexico City,2010-01-21,12.856433215885643,winter
51121,Mexico City,2010-01-22,12.470293823824163,winter
51122,Mexico City,2010-01-23,15.679269587963182,winter
51123,Mexico City,2010-01-24,6.0953863731812215,winter
51124,Mexico City,2010-01-25,7.441246974158108,winter
51125,Mexico City,2010-01-26,15.975098364338821,winter
51126,Mexico City,2010-01-27,9.403658359613635,winter
51127,Mexico City,2010-01-28,13.25028773195614,winter
51128,Mexico City,2010-01-29,12.348227822381824,winter
51129,Mexico City,2010-01-30,9.956843062577475,winter
51130,Mexico City,2010-01-31,8.548546643305233,winter
51131,Mexico City,2010-02-01,15.041621734603307,winter
51132,Mexico City,2010-02-02,13.85566235638269,winter
51133,Mexico City,2010-02-03,1.4160446366482695,winter
51134,Mexico City,2010-02-04,6.042166670874574,winter
51135,Mexico City,2010-02-05,10.702860914540192,winter
51136,Mexico City,2010-02-06,7.379675863407762,winter
51137,Mexico City,2010-02-07,9.947770000545884,winter
51138,Mexico City,2010-02-08,14.170639549426689,winter
51139,Mexico City,2010-02-09,2.624541082392181,winter
51140,Mexico City,2010-02-10,18.201083253131046,winter
51141,Mexico City,2010-02-11,10.529013223537621,winter
51142,Mexico City,2010-02-12,17.95803382788616,winter
51143,Mexico City,2010-02-13,12.394852738356725,winter
51144,Mexico City,2010-02-14,13.624064787810232,winter
51145,Mexico City,2010-02-15,8.529797035178488,winter
51146,Mexico City,2010-02-16,20.01607346973387,winter
51147,Mexico City,2010-02-17,13.560852296874486,winter
51148,Mexico City,2010-02-18,7.741705687750399,winter
51149,Mexico City,2010-02-19,14.272462109077258,winter
51150,Mexico City,2010-02-20,15.8462384066348,winter
51151,Mexico City,2010-02-21,-1.3343899363995781,winter
51152,Mexico City,2010-02-22,10.732253236478007,winter
51153,Mexico City,2010-02-23,9.402360405561536,winter
51154,Mexico City,2010-02-24,14.664932419732441,winter
51155,Mexico City,2010-02-25,16.333248544380158,winter
51156,Mexico City,2010-02-26,15.471946069183145,winter
51157,Mexico City,2010-02-27,10.431755915161128,winter
51158,Mexico City,2010-02-28,2.5796295293614673,winter
51159,Mexico City,2010-03-01,21.756588996295932,spring
51160,Mexico City,2010-03-02,20.001318795451954,spring
51161,Mexico City,2010-03-03,13.139649125864029,spring
51162,Mexico City,2010-03-04,15.302471201399598,spring
51163,Mexico City,2010-03-05,22.160975029305916,spring
51164,Mexico City,2010-03-06,15.263968667637457,spring
51165,Mexico City,2010-03-07,24.83171211225706,spring
51166,Mexico City,2010-03-08,22.867146353863756,spring
51167,Mexico City,2010-03-09,5.527860584802353,spring
51168,Mexico City,2010-03-10,19.967054383174748,spring
51169,Mexico City,2010-03-11,15.664715925038529,spring
51170,Mexico City,2010-03-12,14.454260928075037,spring
51171,Mexico City,2010-03-13,17.60584037029409,spring
51172,Mexico City,2010-03-14,20.4320721708371,spring
51173,Mexico City,2010-03-15,25.09515586024814,spring
51174,Mexico City,2010-03-16,18.917373460496574,spring
51175,Mexico City,2010-03-17,24.248232650863322,spring
51176,Mexico City,2010-03-18,17.948738115419964,spring
51177,Mexico City,2010-03-19,9.296794453402216,spring
51178,Mexico City,2010-03-20,17.050622008992427,spring
51179,Mexico City,2010-03-21,23.2887004016509,spring
51180,Mexico City,2010-03-22,20.814423531189135,spring
51181,Mexico City,2010-03-23,17.565315930380674,spring
51182,Mexico City,2010-03-24,17.640321923209747,spring
51183,Mexico City,2010-03-25,21.095144629798902,spring
51184,Mexico City,2010-03-26,15.864174021324276,spring
51185,Mexico City,2010-03-27,21.930493483677232,spring
51186,Mexico City,2010-03-28,20.5682514237999,spring
51187,Mexico City,2010-03-29,14.923357384774832,spring
51188,Mexico City,2010-03-30,16.38991471052327,spring
51189,Mexico City,2010-03-31,19.13957871287999,spring
51190,Mexico City,2010-04-01,19.704476623663314,spring
51191,Mexico City,2010-04-02,22.985441933993826,spring
51192,Mexico City,2010-04-03,21.25092327021504,spring
51193,Mexico City,2010-04-04,13.589781717503516,spring
51194,Mexico City,2010-04-05,5.8305691004071765,spring
51195,Mexico City,2010-04-06,21.87379579904258,spring
51196,Mexico City,2010-04-07,18.59626336092488,spring
51197,Mexico City,2010-04-08,18.078791760922112,spring
51198,Mexico City,2010-04-09,17.84317149806505,spring
51199,Mexico City,2010-04-10,18.396601491570916,spring
51200,Mexico City,2010-04-11,30.032879857587528,spring
51201,Mexico City,2010-04-12,20.602476737270486,spring
51202,Mexico City,2010-04-13,21.27754474564822,spring
51203,Mexico City,2010-04-14,13.592441622326783,spring
51204,Mexico City,2010-04-15,17.639813450025855,spring
51205,Mexico City,2010-04-16,21.024070773267244,spring
51206,Mexico City,2010-04-17,18.933368517019815,spring
51207,Mexico City,2010-04-18,16.104456771380445,spring
51208,Mexico City,2010-04-19,17.13637296242077,spring
51209,Mexico City,2010-04-20,20.021995530711706,spring
51210,Mexico City,2010-04-21,25.963790141169248,spring
51211,Mexico City,2010-04-22,22.79156813007055,spring
51212,Mexico City,2010-04-23,20.011559908528564,spring
51213,Mexico City,2010-04-24,11.499724129784855,spring
51214,Mexico City,2010-04-25,15.511694246496127,spring
51215,Mexico City,2010-04-26,18.61327348013531,spring
51216,Mexico City,2010-04-27,14.955249751398185,spring
51217,Mexico City,2010-04-28,14.400275858808115,spring
51218,Mexico City,2010-04-29,14.39123414735958,spring
51219,Mexico City,2010-04-30,24.198055363266963,spring
51220,Mexico City,2010-05-01,25.611757475450485,spring
51221,Mexico City,2010-05-02,18.98961407289515,spring
51222,Mexico City,2010-05-03,20.598819276442175,spring
51223,Mexico City,2010-05-04,15.62589278784558,spring
51224,Mexico City,2010-05-05,21.39771952460326,spring
51225,Mexico City,2010-05-06,29.3188737501456,spring
51226,Mexico City,2010-05-07,15.704616994915888,spring
51227,Mexico City,2010-05-08,11.457603436758802,spring
51228,Mexico City,2010-05-09,21.952594640614198,spring
51229,Mexico City,2010-05-10,24.174026312900494,spring
51230,Mexico City,2010-05-11,13.90638929366968,spring
51231,Mexico City,2010-05-12,19.382816938460515,spring
51232,Mexico City,2010-05-13,9.994882678459856,spring
51233,Mexico City,2010-05-14,22.413053336137168,spring
51234,Mexico City,2010-05-15,14.153003141292789,spring
51235,Mexico City,2010-05-16,19.966237442292666,spring
51236,Mexico City,2010-05-17,18.2751618064906,spring
51237,Mexico City,2010-05-18,13.424988600987,spring
51238,Mexico City,2010-05-19,16.795693254159843,spring
51239,Mexico City,2010-05-20,15.248358705642628,spring
51240,Mexico City,2010-05-21,17.368576392772262,spring
51241,Mexico City,2010-05-22,17.847716466598445,spring
51242,Mexico City,2010-05-23,19.61242325160069,spring
51243,Mexico City,2010-05-24,11.583755360614465,spring
51244,Mexico City,2010-05-25,17.12707652378096,spring
51245,Mexico City,2010-05-26,17.688524434823776,spring
51246,Mexico City,2010-05-27,15.621934788430812,spring
51247,Mexico City,2010-05-28,18.187673840267475,spring
51248,Mexico City,2010-05-29,23.762363763472507,spring
51249,Mexico City,2010-05-30,28.937947934893906,spring
51250,Mexico City,2010-05-31,24.048562336400337,spring
51251,Mexico City,2010-06-01,15.360010376573417,summer
51252,Mexico City,2010-06-02,14.624597203789593,summer
51253,Mexico City,2010-06-03,27.105203774224528,summer
51254,Mexico City,2010-06-04,11.558762072752106,summer
51255,Mexico City,2010-06-05,26.39017829190302,summer
51256,Mexico City,2010-06-06,17.65568975205323,summer
51257,Mexico City,2010-06-07,20.526078730512438,summer
51258,Mexico City,2010-06-08,14.965897778998034,summer
51259,Mexico City,2010-06-09,19.10458986090027,summer
51260,Mexico City,2010-06-10,18.376978024827718,summer
51261,Mexico City,2010-06-11,24.312224288606274,summer
51262,Mexico City,2010-06-12,15.467957146000202,summer
51263,Mexico City,2010-06-13,14.682229432508963,summer
51264,Mexico City,2010-06-14,20.99814989449665,summer
51265,Mexico City,2010-06-15,21.75845917119819,summer
51266,Mexico City,2010-06-16,30.8202790064559,summer
51267,Mexico City,2010-06-17,24.282166035508435,summer
51268,Mexico City,2010-06-18,19.922094696115256,summer
51269,Mexico City,2010-06-19,24.909843347898356,summer
51270,Mexico City,2010-06-20,27.297665983706004,summer
51271,Mexico City,2010-06-21,14.648588979453791,summer
51272,Mexico City,2010-06-22,22.59910560885609,summer
51273,Mexico City,2010-06-23,37.185247550038184,summer
51274,Mexico City,2010-06-24,5.030934794322729,summer
51275,Mexico City,2010-06-25,18.539683652752085,summer
51276,Mexico City,2010-06-26,22.643482718106362,summer
51277,Mexico City,2010-06-27,19.885671873219415,summer
51278,Mexico City,2010-06-28,18.20408473874264,summer
51279,Mexico City,2010-06-29,29.05099756320213,summer
51280,Mexico City,2010-06-30,15.123453429198182,summer
51281,Mexico City,2010-07-01,20.087013009164504,summer
51282,Mexico City,2010-07-02,14.777688506749751,summer
51283,Mexico City,2010-07-03,9.077196562214409,summer
51284,Mexico City,2010-07-04,14.584291006865108,summer
51285,Mexico City,2010-07-05,14.2875181342433,summer
51286,Mexico City,2010-07-06,21.967482256180364,summer
51287,Mexico City,2010-07-07,17.58873955559177,summer
51288,Mexico City,2010-07-08,19.461246495262877,summer
51289,Mexico City,2010-07-09,20.813271010265865,summer
51290,Mexico City,2010-07-10,26.867250862013663,summer
51291,Mexico City,2010-07-11,16.38792874426823,summer
51292,Mexico City,2010-07-12,15.192605821863246,summer
51293,Mexico City,2010-07-13,23.89006674246338,summer
51294,Mexico City,2010-07-14,17.985096385684802,summer
51295,Mexico City,2010-07-15,20.855290314517248,summer
51296,Mexico City,2010-07-16,21.31291315632812,summer
51297,Mexico City,2010-07-17,16.652107782958254,summer
51298,Mexico City,2010-07-18,23.6471704634874,summer
51299,Mexico City,2010-07-19,17.759350553286808,summer
51300,Mexico City,2010-07-20,17.00271727148642,summer
51301,Mexico City,2010-07-21,16.753669431123747,summer
51302,Mexico City,2010-07-22,16.79207072291149,summer
51303,Mexico City,2010-07-23,11.341023908885656,summer
51304,Mexico City,2010-07-24,21.488612856575063,summer
51305,Mexico City,2010-07-25,24.23794583634121,summer
51306,Mexico City,2010-07-26,25.572792473884824,summer
51307,Mexico City,2010-07-27,21.076571278907352,summer
51308,Mexico City,2010-07-28,24.29397849866891,summer
51309,Mexico City,2010-07-29,27.149667046265876,summer
51310,Mexico City,2010-07-30,17.302332280077167,summer
51311,Mexico City,2010-07-31,19.589083750599226,summer
51312,Mexico City,2010-08-01,29.764585083445212,summer
51313,Mexico City,2010-08-02,16.534638328766867,summer
51314,Mexico City,2010-08-03,27.853867904683316,summer
51315,Mexico City,2010-08-04,12.35664931895089,summer
51316,Mexico City,2010-08-05,17.67434503977425,summer
