city,timestamp,temperature,season
New York,2010-01-01,-10.414707468674756,winter
New York,2010-01-02,-5.402531824774915,winter
New York,2010-01-03,-2.1048143364414775,winter
New York,2010-01-04,-7.845441309844552,winter
New York,2010-01-05,2.4830596436901704,winter
New York,2010-01-06,0.046516276649431136,winter
New York,2010-01-07,0.3430902715860278,winter
New York,2010-01-08,-0.11979614250519618,winter
New York,2010-01-09,3.404628366853244,winter
New York,2010-01-10,0.3966489733027795,winter
New York,2010-01-11,-5.4058965129043814,winter
New York,2010-01-12,-2.09956108728901,winter
New York,2010-01-13,0.47022734215881706,winter
New York,2010-01-14,0.03740410531908847,winter
New York,2010-01-15,-1.1508610161620818,winter
New York,2010-01-16,0.8135260177014372,winter
New York,2010-01-17,-4.185181080443941,winter
New York,2010-01-18,-0.8618676256732223,winter
New York,2010-01-19,7.243632688194261,winter
New York,2010-01-20,7.747889193939555,winter
New York,2010-01-21,4.9594123769842176,winter
New York,2010-01-22,-5.167114005845072,winter
New York,2010-01-23,2.158447181782692,winter
New York,2010-01-24,0.8382777869886938,winter
New York,2010-01-25,0.30267226895773836,winter
New York,2010-01-26,1.3860216304894535,winter
New York,2010-01-27,7.846825045628839,winter
New York,2010-01-28,5.511290359705181,winter
New York,2010-01-29,0.22617980633290297,winter
New York,2010-01-30,2.7669943861381476,winter
New York,2010-01-31,5.8401890252871205,winter
New York,2010-02-01,-1.3696543387209026,winter
New York,2010-02-02,-4.491956590806697,winter
New York,2010-02-03,-0.7400845394229743,winter
New York,2010-02-04,-3.3044892723839925,winter
New York,2010-02-05,3.296025894443294,winter
New York,2010-02-06,-7.177359408074629,winter
New York,2010-02-07,-4.077190494838777,winter
New York,2010-02-08,-1.5448756491054263,winter
New York,2010-02-09,0.33707631007847494,winter
New York,2010-02-10,4.8336567870194775,winter
New York,2010-02-11,0.8490832708018308,winter
New York,2010-02-12,-0.9468885508952373,winter
New York,2010-02-13,3.567537750274404,winter
New York,2010-02-14,0.20249005857059524,winter
New York,2010-02-15,2.458650911641229,winter
New York,2010-02-16,4.726717063702693,winter
New York,2010-02-17,0.7398996855324674,winter
New York,2010-02-18,-7.260139565236966,winter
New York,2010-02-19,4.275644706096521,winter
New York,2010-02-20,2.9651234263513877,winter
New York,2010-02-21,-0.7699579344734597,winter
New York,2010-02-22,2.098417821043739,winter
New York,2010-02-23,2.4462715469777527,winter
New York,2010-02-24,-8.501626597494667,winter
New York,2010-02-25,-6.639409470629701,winter
New York,2010-02-26,5.015449572324824,winter
New York,2010-02-27,3.315677603017944,winter
New York,2010-02-28,-2.331488206661411,winter
New York,2010-03-01,15.682010035811185,spring
New York,2010-03-02,-1.0590031388683219,spring
New York,2010-03-03,20.08241048094575,spring
New York,2010-03-04,12.138724847052439,spring
New York,2010-03-05,10.305267075117872,spring
New York,2010-03-06,17.88225430567006,spring
New York,2010-03-07,15.42394978440534,spring
New York,2010-03-08,7.252901499332056,spring
New York,2010-03-09,3.154477550477236,spring
New York,2010-03-10,12.276149526634407,spring
New York,2010-03-11,14.408867427294673,spring
New York,2010-03-12,6.983440979981548,spring
New York,2010-03-13,14.539062358207396,spring
New York,2010-03-14,10.097915614741392,spring
New York,2010-03-15,7.641777059321742,spring
New York,2010-03-16,8.853941886379506,spring
New York,2010-03-17,6.39683136721452,spring
New York,2010-03-18,9.575427652245809,spring
New York,2010-03-19,14.438469183021805,spring
New York,2010-03-20,11.417752077126588,spring
New York,2010-03-21,3.3564869256413132,spring
New York,2010-03-22,8.26216357892207,spring
New York,2010-03-23,6.0508922629520985,spring
New York,2010-03-24,9.033111983839662,spring
New York,2010-03-25,7.680115689192154,spring
New York,2010-03-26,11.59637117087968,spring
New York,2010-03-27,10.155561518049305,spring
New York,2010-03-28,11.663461314495462,spring
New York,2010-03-29,20.06432210845331,spring
New York,2010-03-30,18.198126523880923,spring
New York,2010-03-31,14.781128404904056,spring
New York,2010-04-01,2.3075543681976,spring
New York,2010-04-02,4.415392550254241,spring
New York,2010-04-03,2.0296693107776136,spring
New York,2010-04-04,15.568547406987092,spring
New York,2010-04-05,12.692641266057905,spring
New York,2010-04-06,9.869177411131279,spring
New York,2010-04-07,11.092905934296436,spring
New York,2010-04-08,4.781943308567441,spring
New York,2010-04-09,10.772873423427175,spring
New York,2010-04-10,4.775995247440209,spring
New York,2010-04-11,3.0541173911555326,spring
New York,2010-04-12,12.661226752729206,spring
New York,2010-04-13,4.870613437574967,spring
New York,2010-04-14,7.398966869113323,spring
New York,2010-04-15,15.940150503776746,spring
New York,2010-04-16,12.801082594881159,spring
New York,2010-04-17,14.063905552837094,spring
New York,2010-04-18,13.311769617699284,spring
New York,2010-04-19,5.620552758670851,spring
New York,2010-04-20,9.327193184137597,spring
New York,2010-04-21,19.898318213903224,spring
New York,2010-04-22,7.1069745427775555,spring
New York,2010-04-23,11.865579024169392,spring
New York,2010-04-24,11.603572942695038,spring
New York,2010-04-25,10.700791643916439,spring
New York,2010-04-26,11.14898894144716,spring
New York,2010-04-27,8.63710451749638,spring
New York,2010-04-28,9.42297276746546,spring
New York,2010-04-29,7.168304275619763,spring
New York,2010-04-30,11.250286794422824,spring
New York,2010-05-01,13.186455059175234,spring
New York,2010-05-02,9.521026080901878,spring
New York,2010-05-03,8.789674571908716,spring
New York,2010-05-04,3.3621193052003235,spring
New York,2010-05-05,10.224780849022352,spring
New York,2010-05-06,20.10295715974536,spring
New York,2010-05-07,8.271445347568125,spring
New York,2010-05-08,17.198982662575958,spring
New York,2010-05-09,3.5603279146038522,spring
New York,2010-05-10,14.677408119080194,spring
New York,2010-05-11,9.710083679670252,spring
New York,2010-05-12,9.833090785168935,spring
New York,2010-05-13,11.782971346595398,spring
New York,2010-05-14,12.681183665963767,spring
New York,2010-05-15,1.7105492557163888,spring
New York,2010-05-16,10.594500959265666,spring
New York,2010-05-17,-2.709823867805582,spring
New York,2010-05-18,4.0180653446989485,spring
New York,2010-05-19,11.338390802193572,spring
New York,2010-05-20,6.303316130209711,spring
New York,2010-05-21,13.105322671544329,spring
New York,2010-05-22,6.5135891420250775,spring
New York,2010-05-23,16.68159554391279,spring
New York,2010-05-24,13.053532081276762,spring
New York,2010-05-25,3.468572866715669,spring
New York,2010-05-26,5.094638533793685,spring
New York,2010-05-27,8.32597162934287,spring
New York,2010-05-28,22.310386839026158,spring
New York,2010-05-29,11.32964214862084,spring
New York,2010-05-30,7.424729514303598,spring
New York,2010-05-31,11.107197716217673,spring
New York,2010-06-01,25.904291944091792,summer
New York,2010-06-02,24.227471166196793,summer
New York,2010-06-03,34.13630469272642,summer
New York,2010-06-04,16.31747352518544,summer
New York,2010-06-05,20.035593719446197,summer
New York,2010-06-06,27.92511907906743,summer
New York,2010-06-07,20.219693187318725,summer
New York,2010-06-08,18.072834146376845,summer
New York,2010-06-09,38.507109372794254,summer
New York,2010-06-10,36.14437696476055,summer
New York,2010-06-11,16.999697686057342,summer
New York,2010-06-12,19.909470907727368,summer
New York,2010-06-13,23.07382025560187,summer
New York,2010-06-14,19.41709169041848,summer
New York,2010-06-15,26.55541004273306,summer
New York,2010-06-16,32.079333909736356,summer
New York,2010-06-17,24.87664166050963,summer
New York,2010-06-18,28.253982296968722,summer
New York,2010-06-19,23.686991514436624,summer
New York,2010-06-20,18.8848267330457,summer
New York,2010-06-21,37.4455303795042,summer
New York,2010-06-22,32.311161768339716,summer
New York,2010-06-23,32.586209952212194,summer
New York,2010-06-24,22.10955686492703,summer
New York,2010-06-25,21.337020679301162,summer
New York,2010-06-26,17.437728697862934,summer
New York,2010-06-27,22.249788160949684,summer
New York,2010-06-28,38.94493131807461,summer
New York,2010-06-29,17.897628047005792,summer
New York,2010-06-30,23.47028778007755,summer
New York,2010-07-01,32.81945521084992,summer
New York,2010-07-02,32.21634205251678,summer
New York,2010-07-03,26.89133445377352,summer
New York,2010-07-04,27.250151019727475,summer
New York,2010-07-05,31.466486212613077,summer
New York,2010-07-06,28.46302545127041,summer
New York,2010-07-07,21.058744513797915,summer
New York,2010-07-08,11.868156427505305,summer
New York,2010-07-09,20.194921665169872,summer
New York,2010-07-10,29.25419120474255,summer
New York,2010-07-11,27.23826251459538,summer
New York,2010-07-12,21.3538104428401,summer
New York,2010-07-13,24.13020379711122,summer
New York,2010-07-14,27.94091549917169,summer
New York,2010-07-15,27.58412722858779,summer
New York,2010-07-16,32.26951889428502,summer
New York,2010-07-17,22.554457339976473,summer
New York,2010-07-18,24.69727693204891,summer
New York,2010-07-19,33.20768260489847,summer
New York,2010-07-20,29.452827826223523,summer
New York,2010-07-21,28.96009858860507,summer
New York,2010-07-22,24.189610486182055,summer
New York,2010-07-23,21.358738544141193,summer
New York,2010-07-24,20.848061029113744,summer
New York,2010-07-25,23.318411097527267,summer
New York,2010-07-26,25.5598830368599,summer
New York,2010-07-27,18.015827324086217,summer
New York,2010-07-28,27.18775475570398,summer
New York,2010-07-29,25.060608977657456,summer
